num_bids,shipping_expenses,timer,winner_modality,winner_num_bids,item_category_encoded,log_bid,log_price,log_winner_expenses,additional_cost_to_win
505,1.0,12,0,51,3,1.801709800081223,4.9486889658772695,2.1552445050953364,2.5700000000000003
294,1.0,8,0,25,3,1.3737155789130306,4.110873864173311,1.6582280766035324,1.2999999999999998
15,1.0,10,0,6,0,0.14842000511827327,2.3978952727983707,1.0224509277025458,1.62
875,1.0,7,1,322,0,2.278292400425001,3.044522437723423,3.781002742989742,34.1
122,1.0,8,0,28,3,0.8020015854720274,3.58351893845611,1.7298840655099676,3.4100000000000006
185,1.0,10,1,86,0,1.0508216248317612,1.791759469228055,2.578700529074361,10.32
39,4.99,10,1,20,6,0.33647223662121295,2.5572273113676265,2.150598735996164,7.1899999999999995
524,1.0,8,1,240,0,1.8325814637483102,5.525413097700675,3.502549875922443,26.950000000000003
567,1.0,10,1,139,0,1.8991179875485542,4.61512051684126,2.9992261628082466,13.39
60,1.0,5,0,16,3,0.4762341789963716,1.791759469228055,1.4060969884160703,2.47
86,5.99,8,1,37,6,0.6259384308664953,3.173878458937465,2.468099531471619,9.930000000000001
441,1.0,12,0,37,3,1.6900958154515549,4.9486889658772695,1.9183921201614211,1.3900000000000006
862,1.0,8,1,94,3,2.2648832258100344,3.713572066704308,2.6546494243750947,4.59
524,1.0,12,1,74,3,1.8325814637483102,4.9486889658772695,2.4527277514237653,5.369999999999999
324,3.99,10,1,94,6,1.4469189829363254,3.5234150143864045,2.845490610223448,12.96
8447,4.99,8,1,112,1,4.448399410038142,6.507277712385012,3.022860940942244,-64.94
705,1.0,10,1,9,0,2.086913556518537,4.61512051684126,1.1537315878891892,-4.89
56,0.0,8,1,28,3,0.4574248470388754,3.367295829986474,1.534714366238164,3.06
150,1.0,8,0,67,3,0.9202827531436926,2.70805020110221,2.3711778844596574,8.200000000000001
363,4.99,8,0,3,1,1.534714366238164,3.711130063048756,1.8531680973566984,1.7399999999999998
598,1.0,8,1,63,6,1.944480556245719,4.07753744390572,2.321406847234633,3.1999999999999993
107,1.0,8,1,14,0,0.7323678937132266,3.9318256327243257,1.340250422618484,1.7400000000000002
352,1.0,8,1,144,3,1.5107219394949427,2.3978952727983707,3.031099417391282,16.189999999999998
15,5.9,8,0,8,1,0.14842000511827327,2.766319109226186,2.0719132752590443,6.78
455,1.0,12,0,8,3,1.715598108262491,4.61512051684126,1.1118575154181303,-2.5199999999999996
581,1.0,10,1,4,3,1.9198594718553708,4.61512051684126,0.9242589015233319,-4.300000000000001
4009,4.99,10,1,7,1,3.716008121502189,5.298317366548036,1.9315214116032138,-34.2
168,1.0,10,0,30,0,0.9895411936137477,2.3978952727983707,1.7749523509116738,3.2100000000000004
208,4.99,8,1,11,6,1.128171090909654,4.2612704335380815,2.004179057179289,4.33
51,7.99,8,1,24,6,0.41871033485818504,5.598421958998375,2.494031557565001,10.59
486,1.0,8,0,25,0,1.7698546338400052,5.081404364984463,1.6582280766035324,-0.6200000000000001
500,1.0,8,1,65,3,1.7950872593207297,2.3978952727983707,2.34660197841082,4.43
143,1.0,10,1,59,0,0.8919980393051105,2.3978952727983707,2.269028309465203,7.23
211,1.0,10,1,9,0,1.1378330018213911,4.356708826689592,1.1537315878891892,0.04999999999999982
1298,1.0,6,0,56,3,2.63834278867739,4.61512051684126,2.2278615467981093,-4.709999999999999
233,4.99,8,0,27,6,1.205970806988609,3.634951112088381,2.2512917986064953,6.16
255,1.0,8,1,126,3,1.269760544863939,2.7073833121145063,2.911263116927541,14.819999999999999
473,1.0,12,1,31,0,1.747459210331475,4.61512051684126,1.7967470107390942,0.29000000000000004
48,1.0,10,1,17,0,0.3987761199573678,1.791759469228055,1.43746264769429,2.7199999999999998
607,1.0,8,0,42,0,1.9572739077056285,3.9318256327243257,2.0095554142156695,0.3799999999999999
202,1.0,10,1,74,0,1.1085626195212777,1.791759469228055,2.4527277514237653,8.59
27,1.0,10,1,14,3,0.2468600779315258,2.0794415416798357,1.340250422618484,2.54
220,1.0,8,0,29,0,1.1662709371419244,4.394449154672439,1.7526720805200082,2.5599999999999996
407,9.9,8,1,158,6,1.6253112615903906,3.9889840465642745,3.448080967561006,26.36
78,4.99,10,1,37,6,0.5822156198526637,3.214867803470662,2.379546134130174,9.010000000000002
727,1.0,8,1,320,6,2.1138429683971682,5.707110264748875,3.775057150354989,35.32
291,4.99,8,1,19,6,1.366091653802371,4.204692619390966,2.135349173618132,4.540000000000001
317,5.9,8,1,46,1,1.430311246536665,2.766319109226186,2.5556757206762075,8.700000000000001
96,1.0,8,1,24,3,0.6780335427498971,2.7073833121145063,1.6331544390514163,3.1500000000000004
365,4.99,10,1,9,1,1.5390154481375546,4.023564380161053,1.9685099809725544,2.5
16,1.0,8,0,2,3,0.16551443847757338,2.70805020110221,0.8153648132841945,1.08
45,1.0,10,1,21,0,0.3852624007906449,2.3978952727983707,1.5539252025038417,3.26
120,5.9,10,1,56,6,0.7929925155296614,3.039749158970765,2.6518325211039815,11.969999999999999
513,1.0,8,1,247,6,1.814824742159051,5.303304908059076,3.5295905964305545,27.97
496,1.0,10,1,13,3,1.7867469274045107,4.262539022051294,1.3056264580524357,-2.28
44386,7.99,8,1,263,6,6.097782104655088,7.836369760545124,3.7653774250866614,-401.69
479,1.0,8,1,166,3,1.7578579175523736,2.70805020110221,3.160398895109225,17.779999999999998
220,1.0,7,0,12,0,1.1662709371419244,3.044522437723423,1.269760544863939,0.3500000000000001
144,1.0,8,0,17,3,0.8960880245566356,4.262539022051294,1.43746264769429,1.76
32,1.0,7,1,2,0,0.2851789422336624,3.044522437723423,0.8153648132841945,0.9299999999999999
676,1.0,10,1,19,0,2.050270164379556,4.61512051684126,1.4973884086254776,-3.2999999999999994
135,1.0,7,1,35,0,0.8586616190375187,3.044522437723423,1.8794650496471605,4.1899999999999995
118,1.0,5,0,20,3,0.7884573603642702,1.791759469228055,1.5260563034950494,2.4000000000000004
24,1.0,10,1,11,0,0.22314355131420976,1.791759469228055,1.2325602611778486,2.18
605,1.0,12,0,20,0,1.9544450515051506,4.61512051684126,1.5260563034950494,-2.4599999999999995
799,1.0,8,1,209,0,2.1972245773362196,4.394449154672439,3.37314078387963,20.17
174,4.99,10,1,41,6,1.0116009116784799,3.4307561839036995,2.4265710727750367,8.57
63,1.0,10,1,31,0,0.49469624183610705,1.791759469228055,1.7967470107390942,4.390000000000001
1291,1.0,8,1,630,0,2.6333266549062735,6.398594934535208,4.429625613473161,69.98
993,1.0,8,1,490,6,2.392425796993835,6.089044875446846,4.185098925490565,54.760000000000005
302,5.99,10,0,31,6,1.3937663759585917,4.393213824064446,2.3997118037247684,6.99
57,1.0,8,1,27,3,0.4637340162321401,2.3978952727983707,1.706564623164823,3.92
9510,7.99,8,1,4392,6,4.565493368835193,6.684611727667927,6.362941892927886,483.84000000000003
1334,1.0,10,1,90,3,2.66374994220563,4.2626798770413155,2.617395832834079,-0.6500000000000004
834,1.0,10,1,121,3,2.2353763433005955,4.61512051684126,2.8752581200861167,8.38
176,0.0,8,0,17,3,1.0188473201992472,2.70805020110221,1.1662709371419244,0.43999999999999995
441,1.0,7,0,36,0,1.6900958154515549,3.044522437723423,1.8991179875485542,1.2599999999999998
21,1.0,10,1,10,0,0.1988508587451652,1.791759469228055,1.1939224684724346,2.0799999999999996
858,1.0,10,0,17,3,2.2607208888953467,4.61512051684126,1.43746264769429,-5.38
75,0.0,8,0,23,3,0.5653138090500605,2.70805020110221,1.3837912309017721,2.2300000000000004
18,5.9,8,0,1,1,0.173953307123438,2.766319109226186,1.9501867058225735,5.84
116,1.0,10,1,51,0,0.7793248768009976,2.3978952727983707,2.1552445050953364,6.45
638,7.99,10,1,105,6,2.0001277349601105,4.393213824064446,3.119718253334982,15.25
404,1.0,8,1,198,6,1.6193882432872684,4.025173103360802,3.3228754148866853,22.689999999999998
154,1.0,8,1,23,6,0.9360933591703348,4.025173103360802,1.6074359097634274,2.4400000000000004
161,7.9,10,1,73,6,0.9631743177730056,2.9391619220655967,2.91180703861623,15.77
698,1.0,8,1,247,3,2.0781907597781832,3.5832411220909393,3.5295905964305545,26.119999999999997
203,1.0,10,1,34,0,1.1118575154181303,2.3978952727983707,1.8594181177018698,3.38
6900,4.99,8,1,98,4,4.248638088989106,6.274573679589626,2.930126516455997,-51.28
6,1.0,10,1,2,0,0.06765864847381481,1.791759469228055,0.8153648132841945,1.19
61,4.9,10,1,30,6,0.4824261492442927,3.039749158970765,2.2823823856765264,8.180000000000001
204,4.99,8,1,23,6,1.1151415906193203,4.605170185988092,2.194999882314108,5.930000000000001
167,1.0,8,1,11,3,0.9858167945227653,3.58351893845611,1.2325602611778486,0.7500000000000002
19,1.0,10,0,5,0,0.1906203596086497,2.3978952727983707,0.9745596399981308,1.44
586,1.0,15,0,18,0,1.927164106234258,5.017279836814924,1.4678743481123135,-2.5300000000000002
498,1.0,8,1,165,3,1.7900914121273581,2.3978952727983707,3.1548704948922883,17.46
657,7.99,8,1,92,6,2.0255131996542803,3.32862668882732,3.042138646368147,13.370000000000003
2913,4.99,8,1,1299,6,3.4061849231731944,5.673323267171493,5.163985653752745,144.71
89,1.0,10,0,41,3,0.6418538861723948,2.0794415416798357,1.9919755158985601,5.43
25489,7.99,8,1,899,1,5.544786743165743,7.081708586105575,4.835170178098788,-130.04000000000002
306,1.0,10,0,5,0,1.4036429994545037,2.3978952727983707,0.9745596399981308,-1.42
901,1.0,10,1,15,0,2.3045830956567186,4.61512051684126,1.3737155789130306,-6.069999999999999
129,1.0,8,0,30,0,0.832909122935104,3.9318256327243257,1.7749523509116738,3.6000000000000005
1117,1.0,8,1,68,3,2.4997952622817508,4.61512051684126,2.3832429960115,-1.3399999999999999
45,1.0,10,1,15,0,0.3784364357202451,1.791759469228055,1.3737155789130306,2.49
28,1.0,10,1,15,0,0.26236426446749106,2.3978952727983707,1.3737155789130306,2.6500000000000004
27517,4.99,10,1,30,6,5.621052827057205,6.956545443151569,2.2915241456346207,-266.29
256,6.9,8,1,100,6,1.2725655957915476,3.039749158970765,3.039749158970765,17.33
212,1.0,8,1,64,0,1.1410330045520618,4.394449154672439,2.334083760053417,7.19
282,1.0,8,1,139,3,1.3428648031925547,2.7073833121145063,2.9992261628082466,16.240000000000002
225,1.0,10,1,55,3,1.1817271953786161,3.5832411220909393,2.21375387928743,5.890000000000001
135,1.0,10,0,14,0,0.8586616190375187,2.3978952727983707,1.340250422618484,1.4600000000000002
259,1.0,8,1,49,0,1.2809338454620642,4.204692619390966,2.124653884501384,4.77
30,1.0,10,1,12,0,0.27002713721306015,2.3978952727983707,1.269760544863939,2.25
209,1.0,8,1,70,3,1.1314021114911006,2.70805020110221,2.4069451083182885,8.0
48,1.0,5,0,16,3,0.3987761199573678,1.791759469228055,1.4060969884160703,2.59
837,5.99,10,1,373,6,2.238579763018133,3.8264651170664994,4.016022595446631,46.099999999999994
703,1.0,10,1,11,3,2.084429083190875,4.262539022051294,1.2325602611778486,-4.609999999999999
289,1.0,8,1,85,6,1.3609765531356006,4.07753744390572,2.5687881337687024,9.15
941,1.0,10,1,15,0,2.343727036325221,4.61512051684126,1.3737155789130306,-6.47
620,7.99,10,1,140,6,1.9754689512968577,3.32862668882732,3.3028492586443794,19.98
312,1.0,5,0,6,3,1.4182774069729414,1.791759469228055,1.0224509277025458,-1.3499999999999999
2997,1.0,8,1,666,3,3.433664571799657,4.663344750039164,4.483906098495052,57.59
227,7.99,8,0,20,6,1.1878434223960523,3.32862668882732,2.4501426573516603,8.31
158,1.0,8,1,9,3,0.9516578757114464,2.70805020110221,1.1537315878891892,0.5799999999999998
100,0.0,8,0,24,3,0.6981347220709844,2.70805020110221,1.415853163361435,2.1100000000000003
711,1.0,12,1,127,0,2.0943301541735866,4.61512051684126,2.9183111265854063,10.39
100,1.0,8,0,16,3,0.6981347220709844,4.2626798770413155,1.4060969884160703,2.0700000000000003
211,1.0,10,1,48,0,1.1378330018213911,1.791759469228055,2.1090003439213802,5.12
37,5.9,8,1,19,1,0.32208349916911333,2.766319109226186,2.237513096250331,7.990000000000001
161,5.99,10,0,6,6,0.9669838461896731,2.833213344056216,2.050270164379556,5.140000000000001
167,1.0,10,1,7,0,0.9858167945227653,2.3978952727983707,1.068153081183401,0.22999999999999998
48,1.0,10,1,22,0,0.3987761199573678,2.3978952727983707,1.5810384379124023,3.37
229,1.0,8,1,21,3,1.1939224684724346,2.3978952727983707,1.5539252025038417,1.4300000000000002
1934,1.0,6,1,213,3,3.013080911888604,4.9486889658772695,3.3908102887756684,9.34
2554,1.0,8,1,749,3,3.279406324608233,3.9318256327243257,4.598850257243272,72.81
628,1.0,8,0,145,0,1.986503546020567,4.795790545596741,3.0373539482448106,13.560000000000002
25698,1.0,8,1,1620,3,5.552920824480519,7.244941546337007,5.359412465907847,-45.390000000000015
21,1.0,10,1,11,3,0.1988508587451652,2.0794415416798357,1.2325602611778486,2.21
395,1.0,10,1,70,3,1.601405740736836,3.58351893845611,2.4069451083182885,6.14
90,1.0,10,0,24,3,0.6471032420585385,3.5832411220909393,1.6331544390514163,3.21
89,1.0,10,1,19,3,0.6418538861723948,4.2626798770413155,1.4973884086254776,2.5700000000000003
31,0.0,8,1,15,3,0.2776317365982795,2.70805020110221,1.0818051703517284,1.63
199,0.0,8,1,30,3,1.0986122886681098,3.367295829986474,1.589235205116581,1.9
51,7.99,10,1,26,6,0.41871033485818504,3.173878458937465,2.5152741864043966,10.85
80,5.9,10,1,26,6,0.5933268452777344,3.039749158970765,2.330200260027019,8.469999999999999
1716,1.0,8,1,618,3,2.900322088749333,4.9486889658772695,4.410857016341759,64.16
44,1.0,10,1,21,0,0.37156355643248307,2.3978952727983707,1.5539252025038417,3.28
1073,1.0,8,1,298,3,2.4630018143999504,3.044522437723423,3.70721041079866,29.0
4528,7.99,8,1,37,6,3.8349259550431793,5.799092654460526,2.624668592163159,-32.489999999999995
15,1.0,8,1,1,3,0.14842000511827327,2.70805020110221,0.7561219797213337,0.9699999999999999
101,5.9,10,0,11,1,0.7030975114131134,2.5572273113676265,2.1198634561787513,6.3100000000000005
1401,1.0,8,0,34,3,2.7093826463359885,4.9486889658772695,1.8594181177018698,-8.6
3349,1.0,8,1,391,3,3.5409593240373143,4.61512051684126,3.9670792111762245,18.33
104,1.0,10,1,26,0,0.7178397931503169,1.791759469228055,1.682688374173693,3.33
2734,7.99,8,1,1266,6,3.3446270301737613,5.940171252720432,5.1565809762327905,145.22000000000003
143,1.0,8,1,20,3,0.8919980393051105,2.3978952727983707,1.5260563034950494,2.16
87,5.9,10,1,27,6,0.6312717768418579,3.039749158970765,2.3427668826268775,8.53
314,1.0,10,1,40,3,1.423108334242607,3.5832411220909393,1.9740810260220096,3.0500000000000003
255,7.99,8,0,46,6,1.269760544863939,3.32862668882732,2.706048198431537,11.41
670,1.0,8,1,329,0,2.0425181875752383,5.525413097700675,3.8015382722528743,37.06
622,1.0,8,1,283,3,1.9782390361706734,2.772588722239781,3.6581624814518756,31.56
101,4.9,10,1,49,6,0.7030975114131134,3.254242968705492,2.50715725872282,10.25
190,1.0,7,0,29,0,1.068153081183401,3.044522437723423,1.7526720805200082,2.8599999999999994
867,1.0,8,1,26,0,2.2700619012884857,4.204692619390966,1.682688374173693,-4.3
463,1.0,10,0,230,0,1.7298840655099674,4.356708826689592,3.462606009790799,26.259999999999998
56,1.0,10,1,19,0,0.4574248470388754,1.791759469228055,1.4973884086254776,2.89
429,6.9,10,0,125,6,1.667706820558076,3.433664571799657,3.184284380098582,18.849999999999998
13,1.0,10,1,6,0,0.13976194237515868,1.791759469228055,1.0224509277025458,1.6300000000000001
1017,1.0,10,1,13,3,2.414126467726953,4.9486889658772695,1.3056264580524357,-7.49
440,0.0,8,1,27,3,1.6882490928583902,3.367295829986474,1.506297153514587,-0.9000000000000004
407,7.99,8,1,179,6,1.6253112615903906,3.6082115510464816,3.4738280726970627,27.18
534,4.99,10,1,23,6,1.8484548129046001,3.711130063048756,2.194999882314108,2.630000000000001
121,1.0,7,0,35,0,0.7975071958841881,3.044522437723423,1.8794650496471605,4.33
235,4.99,10,1,68,6,1.2119409739751128,4.393213824064446,2.696652156149841,11.47
154,1.0,10,0,29,3,0.9360933591703348,2.70805020110221,1.7526720805200082,3.2199999999999998
163,1.0,5,0,56,3,0.9707789171582247,1.791759469228055,2.2278615467981093,6.6400000000000015
658,1.0,8,1,72,3,2.0268315914075385,2.3978952727983707,2.4300984132930052,3.7699999999999996
667,4.99,8,0,38,1,2.038619547159581,5.080783053998338,2.391511302188447,3.25
6,1.0,10,1,3,3,0.06765864847381481,4.9486889658772695,0.8712933659434192,1.3199999999999998
21,1.0,10,1,11,3,0.1988508587451652,2.0794415416798357,1.2325602611778486,2.21
522,5.99,10,1,79,6,1.8293763327993617,3.8264651170664994,2.848391685655282,11.029999999999998
169,1.0,10,1,47,3,0.9932517730102833,3.367295829986474,2.093097868127322,5.41
150,1.0,8,1,59,3,0.9202827531436926,2.3978952727983707,2.269028309465203,7.16
441,1.0,8,1,38,3,1.6900958154515549,3.5832411220909393,1.937301774518713,1.5200000000000005
412,1.0,8,0,8,6,1.6351056591826783,4.605170185988092,1.1118575154181303,-2.09
471,1.0,8,0,103,3,1.7439688053917064,2.7073833121145063,2.733717947850788,9.670000000000002
870,0.0,8,1,25,3,2.2731562823032334,2.70805020110221,1.4469189829363254,-5.460000000000001
14178,4.99,8,1,123,1,4.961375019442204,5.637998734110198,3.090132948975475,-120.80999999999999
106,1.0,8,0,18,3,0.7275486072772778,2.70805020110221,1.4678743481123135,2.2699999999999996
431,1.0,10,1,34,0,1.6714733033535532,2.3978952727983707,1.8594181177018698,1.0999999999999996
482,1.0,7,0,12,0,1.763017000362401,3.044522437723423,1.269760544863939,-2.27
305,1.0,8,0,16,0,1.4011829736136412,3.9318256327243257,1.4060969884160703,0.020000000000000018
311,4.99,10,0,71,1,1.415853163361435,4.023564380161053,2.7226103524335397,11.100000000000001
135,1.0,10,0,47,3,0.8586616190375187,4.262539022051294,2.093097868127322,5.75
39,1.0,8,1,15,3,0.3435897043900769,2.70805020110221,1.3737155789130306,2.54
307,7.99,10,1,78,6,1.4060969884160703,3.173878458937465,2.951257783452162,15.050000000000002
74,1.0,7,1,37,0,0.5596157879354227,3.044522437723423,1.9183921201614211,5.0600000000000005
398,1.0,10,1,191,0,1.6074359097634274,5.303304908059076,3.2895206644375325,21.839999999999996
772,1.0,7,1,365,0,2.166765369851511,3.044522437723423,3.900962058068721,40.72
1114,1.0,8,1,219,3,2.4973291697865574,5.303304908059076,3.416742592997618,18.32
1239,1.0,8,1,121,3,2.5952547069568657,4.262539022051294,2.8752581200861167,4.33
4996,4.99,8,1,2132,1,3.93123722435195,6.214608098422191,5.645976792559814,232.18000000000004
178,1.0,10,1,69,3,1.0260415958332743,4.262539022051294,2.395164274287139,8.18
30498,7.99,8,1,231,6,5.723552421679824,7.409136443920128,3.6640743351949654,-266.97
1580,1.0,8,1,34,3,2.821973947420524,4.9486889658772695,1.8594181177018698,-10.39
233,1.0,8,0,11,0,1.205970806988609,4.394449154672439,1.2325602611778486,0.0900000000000003
199,1.0,8,1,17,3,1.1019400787607843,3.58351893845611,1.43746264769429,1.2000000000000002
1113,1.0,8,1,481,3,2.4965057856313524,3.58351893845611,4.167130231947748,52.39
35,1.0,10,1,18,0,0.3074846997479606,2.3978952727983707,1.4678743481123135,2.98
66,1.0,10,1,15,0,0.5128236264286637,2.3978952727983707,1.3737155789130306,2.2800000000000002
25464,1.0,8,1,1612,3,5.543809321526008,7.244941546337007,5.354508646197779,-44.09
959,1.0,12,0,7,3,2.3608540011180215,4.9486889658772695,1.068153081183401,-7.6899999999999995
125,1.0,10,1,55,0,0.8153648132841945,1.791759469228055,2.21375387928743,6.890000000000001
284,1.0,8,0,48,6,1.3480731482996928,4.025173103360802,2.1090003439213802,4.390000000000001
35,1.0,7,1,18,0,0.3074846997479606,3.044522437723423,1.4678743481123135,2.98
224,1.0,8,1,61,0,1.1786549963416462,3.9318256327243257,2.295560478057081,6.68
129,1.0,10,1,44,0,0.832909122935104,2.3978952727983707,2.043814364036685,5.420000000000001
1086,1.0,10,1,54,3,2.4740142086215764,4.9486889658772695,2.199444334074532,-2.8499999999999996
713,1.0,8,1,160,3,2.096790180014449,3.4339872044851463,3.126760535960395,14.66
107,1.0,5,0,8,3,0.7323678937132266,1.791759469228055,1.1118575154181303,0.96
11,1.0,8,0,5,3,0.11332868530700317,2.70805020110221,0.9745596399981308,1.5299999999999998
83,0.0,8,1,38,3,0.6097655716208943,2.70805020110221,1.7817091333745536,4.1000000000000005
1103,1.0,8,1,43,0,2.488234439880675,3.9318256327243257,2.0268315914075385,-4.449999999999999
35,1.0,10,1,18,0,0.3074846997479606,2.3978952727983707,1.4678743481123135,2.98
115,1.0,10,1,42,3,0.7747271675523681,3.58351893845611,2.0095554142156695,5.29
103,0.0,8,1,51,3,0.712949807856125,3.367295829986474,2.0320878452963655,5.59
336,1.0,8,1,162,3,1.4747630091074988,2.7073833121145063,3.138099514840913,18.689999999999998
21,1.0,10,0,3,0,0.1988508587451652,1.791759469228055,0.8712933659434192,1.17
27,1.0,10,1,14,3,0.2468600779315258,2.0794415416798357,1.340250422618484,2.54
12,1.0,10,1,5,3,0.12221763272424921,3.5832411220909393,0.9745596399981308,1.52
394,4.99,8,1,21,6,1.599387576580599,3.58351893845611,2.1656192379208883,3.7700000000000005
624,1.0,10,1,54,3,1.9810014688665833,4.262539022051294,2.199444334074532,1.7699999999999996
90,1.0,8,1,43,3,0.6471032420585385,2.3978952727983707,2.0268315914075385,5.68
39,5.9,8,0,4,1,0.3435897043900769,2.766319109226186,2.004179057179289,6.01
90,1.0,10,1,44,3,0.6471032420585385,3.5832411220909393,2.043814364036685,5.8100000000000005
837,1.0,8,1,122,3,2.238579763018133,4.110873864173311,2.882563575448353,8.479999999999999
110,1.0,8,1,31,3,0.7466879474879752,2.7073833121145063,1.7967470107390942,3.92
940,1.0,12,1,37,3,2.3427668826268775,4.9486889658772695,1.9183921201614211,-3.5999999999999996
93,1.0,7,1,9,0,0.6678293725756554,3.044522437723423,1.1537315878891892,1.22
61,1.0,10,1,31,3,0.4824261492442927,3.5832411220909393,1.7967470107390942,4.41
69,1.0,10,1,34,0,0.5306282510621704,2.3978952727983707,1.8594181177018698,4.72
688,4.99,8,1,151,1,2.065596134857783,3.711130063048756,3.2433732964685884,17.73
49,5.9,10,1,25,6,0.4054651081081644,3.039749158970765,2.3174737054877963,8.65
564,1.0,8,1,248,6,1.8946168546677629,5.303304908059076,3.5333945512735414,27.590000000000003
93,0.0,8,1,34,3,0.6678293725756554,2.70805020110221,1.6900958154515549,3.4699999999999998
25,4.99,8,1,11,6,0.23111172096338664,4.02535169073515,2.004179057179289,6.16
1232,1.0,10,1,33,3,2.5900171341906173,4.9486889658772695,1.8389610707123492,-7.04
24222,7.99,8,1,1697,1,5.494007497747535,6.966024187106113,5.436338664445412,-13.629999999999995
67,1.0,10,1,27,0,0.5247285289349821,2.3978952727983707,1.706564623164823,3.82
70,1.0,5,0,4,3,0.5364933705145685,1.791759469228055,0.9242589015233319,0.81
336,1.0,10,1,33,3,1.4747630091074988,4.262539022051294,1.8389610707123492,1.92
55,1.0,10,1,26,0,0.44468582126144574,1.791759469228055,1.682688374173693,3.82
103,4.99,10,1,50,6,0.712949807856125,3.828641396489095,2.5249283241374862,10.45
186,1.0,8,1,30,3,1.0543120297715298,3.9318256327243257,1.7749523509116738,3.0300000000000002
357,5.9,8,1,165,1,1.5216989981260935,2.766319109226186,3.3446270301737613,23.770000000000003
621,1.0,10,1,133,0,1.9768549529047348,2.3978952727983707,2.9595868269176377,12.07
310,1.0,10,1,120,0,1.4134230285081433,2.3978952727983707,2.8678989020441064,13.490000000000002
425,0.0,8,1,211,3,1.6601310267496185,2.70805020110221,3.3474449256629084,23.17
356,1.0,10,1,130,0,1.5195132049061133,2.3978952727983707,2.9391619220655967,14.330000000000002
87,5.99,10,0,12,6,0.6312717768418579,2.833213344056216,2.145931282948669,6.670000000000001
76,1.0,10,1,34,0,0.5709795465857378,2.3978952727983707,1.8594181177018698,4.65
18,1.0,10,1,8,3,0.173953307123438,2.0794415416798357,1.1118575154181303,1.85
84,7.99,8,1,42,6,0.6151856390902335,3.32862668882732,2.670694414558441,12.6
773,1.0,8,1,25,3,2.167910189667444,3.58351893845611,1.6582280766035324,-3.49
314,1.0,8,1,61,6,1.423108334242607,4.025173103360802,2.295560478057081,5.779999999999999
10,6.9,8,0,4,6,0.10436001532424277,3.039749158970765,2.130609828254235,7.31
108,1.0,8,1,30,3,0.7371640659767197,3.5832411220909393,1.7749523509116738,3.8100000000000005
133,1.0,8,0,23,3,0.8501509293696101,2.70805020110221,1.6074359097634274,2.6500000000000004
95,1.0,10,1,48,3,0.6729444732424258,3.5832411220909393,2.1090003439213802,6.28
450,1.0,8,1,179,3,1.7083778602890038,2.3978952727983707,3.2296179214001026,19.75
765,1.0,8,1,106,0,2.1587147225743437,4.394449154672439,2.7587433154177283,7.119999999999999
279,1.0,10,1,48,0,1.33500106673234,1.791759469228055,2.1090003439213802,4.44
708,1.0,8,0,40,0,2.0906287310704004,5.081404364984463,1.9740810260220096,-0.8899999999999997
1015,1.0,8,0,36,0,2.412335956953165,5.017279836814924,1.8991179875485542,-4.48
402,1.0,8,0,58,3,1.6154199841116479,4.2626798770413155,2.255493485460195,4.509999999999999
149,0.0,8,0,40,3,0.9162907318741551,3.367295829986474,1.824549292051046,3.7
754,1.0,8,1,144,3,2.145931282948669,3.713572066704308,3.031099417391282,12.169999999999998
100,7.99,8,1,22,6,0.6981347220709844,3.32862668882732,2.47232786758114,9.84
235,1.0,10,1,83,3,1.2119409739751128,3.58351893845611,2.548663615590751,9.43
442,1.0,8,0,29,0,1.691939133945844,4.61512051684126,1.7526720805200082,0.33999999999999986
72,1.0,10,0,19,3,0.5481214085096876,3.58351893845611,1.4973884086254776,2.74
181,4.99,8,1,29,1,1.0367368849500223,3.711130063048756,2.278292400425001,6.9399999999999995
428,1.0,8,1,195,3,1.665818245870208,2.3978952727983707,3.3087165288679903,22.060000000000002
1430,1.0,8,1,678,0,2.7285062096695922,6.398594934535208,4.501364017262502,74.83
141,0.0,8,1,6,3,0.883767540168595,2.70805020110221,0.5766133643039938,-0.6399999999999999
79,1.0,10,0,36,0,0.5877866649021191,2.3978952727983707,1.8991179875485542,4.88
277,1.0,10,0,10,0,1.3297240096314962,4.356708826689592,1.1939224684724346,-0.48
1643,4.99,8,1,548,6,2.859339648648436,5.673323267171493,4.346787982581173,59.78
27,1.0,10,1,14,0,0.2468600779315258,1.791759469228055,1.340250422618484,2.54
182,3.99,10,0,2,6,1.0402767116551463,3.4011973816621555,1.6582280766035324,2.42
405,1.0,10,1,165,0,1.6213664832993742,2.3978952727983707,3.1548704948922883,18.39
459,1.0,8,1,210,3,1.7227665977411035,2.772588722239781,3.3775875160230218,23.700000000000003
67,1.0,10,1,28,0,0.5247285289349821,2.3978952727983707,1.7298840655099676,3.9500000000000006
197,1.0,8,1,78,3,1.091923300517313,2.7073833121145063,2.4965057856313524,9.16
565,1.0,8,1,278,0,1.8961194845522977,5.525413097700675,3.641263600172273,31.48
102,1.0,10,1,50,0,0.708035793053696,1.791759469228055,2.1400661634962708,6.47
1995,4.99,10,1,49,1,3.0426158594528414,5.298317366548036,2.514465452029545,-8.600000000000001
169,1.0,8,1,38,3,0.9932517730102833,4.262539022051294,1.937301774518713,4.24
3737,1.0,8,1,1311,6,3.647536490579554,5.993961427306569,5.14999135701204,134.05
168,1.0,8,1,13,3,0.9895411936137477,3.58351893845611,1.3056264580524357,1.0
156,1.0,5,0,23,3,0.9439058989071285,1.791759469228055,1.6074359097634274,2.42
